7053:17,70,1023,302,1382,65,654,616,1405,32
7059:109940,58298,6256,984,25073,1326,661,9874,8860,1069
7069:17,302,654,76,616,58,8,866,84,29
7077:62125,43857,58530,32107,64725,31168,77790,17,302,654
7096:17,302,654,76,616,58,8,866,84,29
7112:66211,107310,102248,75057,103280,23084,107052,81729,71443,2449
7116:616,3730,101,902,859,23938,402,654,17,10491
7118:654,58,29,616,84,1102,8,76,354,6
7133:58,616,564,650,190,1196,394,542,518,8
7137:23213,4943,15202,52245,7082,8563,70580,26165,39684,59805
7140:17,84,518,302,616,654,58,1102,101,650
7159:302,654,8,861,84,76,650,518,29,542
7173:654,17,18525,190,1239,7075,4669,14617,15,4008
7178:366,20813,1164,4021,2014,1069,311,5663,111517,93372
7183:17,8,518,616,736,101,301,650,70,6
7184:17,302,654,76,616,58,8,866,84,29
7188:17,302,654,76,616,58,8,866,84,29
7192:58,616,29,84,1102,354,8,76,138,301
7196:17,302,654,76,616,58,8,866,84,29
7203:7926,2543,1011,7862,7622,16968,379,17908,203,13998
7214:17,1267,302,15,616,4919,61,101,542,58
7224:5117,85938,3274,23656,889,2769,2494,131,22437,119
7225:18087,21514,557,82752,52049,105578,66575,63391,17,302
7230:17,302,654,76,616,58,8,866,84,29
7232:17,302,84,76,654,616,8,58,361,866
7239:17,616,302,654,58,15,518,564,8,101
7242:19029,5611,44935,94354,7614,22848,9782,20037,76460,48582
7254:58624,103841,113255,86845,47466,65099,34298,122516,94421,28011
7268:17,616,61,518,15,101,542,322,483,861
7291:378,1712,11973,353,1326,1528,11260,719,14754,7630
7294:17,654,302,616,58,76,1102,354,518,301
7299:302,518,654,58,1239,616,15,76,902,1511
7303:83785,22110,14670,121398,25113,46289,2016,27309,41595,21679
7326:138,542,654,226,76,1462,1535,302,117,5998
7340:15238,11579,5670,56166,3568,5097,10039,8897,70959,4743
7346:7981,39168,1784,47123,1546,43400,2528,2406,3850,25940
7348:302,654,17,58,616,29,84,542,76,1102
7351:17,302,654,76,616,58,8,866,84,29
7356:55614,58451,1989,77093,55238,61390,80183,104908,91114,31186
7366:1102,8,654,518,616,58,354,29,736,101
7367:33388,72499,39204,48433,9447,28950,1682,15852,8476,6303
7383:19886,86531,28994,5187,899,692,12400,1622,837,80675
7397:17,58,302,654,8,861,84,76,650,518
7410:81,8511,7211,8283,17,22597,780,2241,13544,226
7414:19877,19687,6278,568,3233,48122,17431,62509,93098,980
7419:76,9874,463,1147,574,698,719,14593,8733,564
7429:17,302,654,76,616,58,8,866,84,29
7433:654,616,58,302,542,15,61,1196,518,861
7444:98591,103202,4671,1547,3484,379,4049,1011,70818,7334
7451:69,1917,38690,1617,17944,12495,87205,1549,4268,285
7461:17,302,654,616,564,58,650,8,84,736
7466:17,1951,245,518,2268,616,8,15,364,564
7467:70,327,226,787,302,564,508,76,1382,542
7488:1305,58,690,13241,1790,1499,2316,1624,193,278
7489:7612,24032,50463,85656,49652,98736,68947,58835,39860,32960
7517:3378,10178,11408,186,22713,216,58738,40356,64973,13192
7518:35644,47023,93643,66525,43607,84560,2950,25937,33884,97541
7519:302,654,84,58,616,8,29,1102,354,76
7527:20300,245,39395,33882,1524,774,353,2714,8,63084
7542:14857,20913,18885,4049,6722,4025,29217,5985,18420,32520
7555:93182,4453,117659,17920,6165,39066,5254,78217,2549,13716
7556:67880,47738,901,31760,62544,69013,117966,63238,25466,8529
7558:62325,2318,110951,75655,8860,95503,75041,35792,168,9874
7563:58,616,84,354,8,76,650,138,542,301
7572:168,719,984,8733,2642,801,76,9417,7838,661
7586:760,16956,5480,574,10020,168,661,719,102594,77892
7590:654,302,616,29,84,8,76,650,289,101
7603:616,654,58,302,8,542,650,84,76,15
7605:302,616,58,654,15,650,6,554,542,364
7607:654,616,302,61,58,15,692,245,29,542
7608:302,654,58,616,354,650,8,76,6,285
7612:616,17,654,58,302,8,542,650,84,76
7617:37236,755,17,2641,46650,654,1119,302,76,616
7637:302,2172,591,5000,642,1245,2166,236,1196,616
7657:17,168,302,44,162,719,94,84,1682,61
7661:302,1499,32,238,947,496,84,17876,925,17
7678:3107,2880,3172,1352,1712,508,4825,20806,378,23191
7682:7836,47276,289,1462,17,1012,15556,3216,138,3250
7692:56243,19320,2566,5954,49084,10898,2266,612,84,1102
7699:13298,1919,9341,18476,8567,55819,107704,41954,5353,87928
7707:616,542,84,29,15,6,285,518,1102,94
7708:616,947,17,1471,302,542,182,650,245,58
7713:698,564,616,1023,70,654,40,81,262,1344
7734:704,1344,62,1890,89664,182,429,327,409,71808
7741:17,302,76,8,84,224,564,542,1102,518
7742:654,302,616,29,84,8,76,650,542,518
7743:1002,899,1410,32,33879,1987,542,2200,6759,17
7751:654,616,61,58,15,245,29,542,32,650
7760:4755,564,245,17,7006,8,378,931,1712,616
7766:118281,11499,43500,82919,20084,102443,1208,12033,18230,1089
7787:8,131,12776,1190,327,3233,518,103,542,1382
7813:138,17,616,654,698,58,554,76,8,302
7818:17,155,6726,449,1239,10142,143,4032,518,1874
7823:508,76,719,564,5738,168,429,500,4190,986
7825:17,1023,1382,508,1451,354,70,302,1790,29
7833:17,84,302,8,899,654,616,518,245,301
7841:302,58,654,8,101,289,518,15,542,564
7844:4369,99471,95881,322,2032,548,104776,1212,62435,2427
7850:168,1326,297,76,226,719,661,70,14754,2068
7863:616,17,58,84,94,508,1023,8,654,650
7869:4671,4040,7622,311,36218,25145,8772,5641,40840,17316
7888:58,542,17,322,1140,62,162,3144,859,238
7889:81,226,17,70,564,508,76,302,138,616
7894:50605,22504,62731,20673,36260,106709,5072,8011,11380,24419
7903:2048,3717,45005,44475,488,118349,40459,2194,7831,3148
7915:17,302,58,616,84,29,101,542,564,15
7921:10503,17,81,8454,76,27291,5767,840,605,140
7945:168,1400,5480,8860,463,135,5557,2318,2642,801
7946:17,616,8,302,58,654,76,564,518,650
7949:1119,17,8151,518,891,1187,8,245,787,947
7951:58,616,29,84,76,8,650,518,101,354
7958:17,302,654,76,616,58,8,866,84,29
7962:29,650,8,1196,564,289,861,61,32,5991
7964:17,302,616,8,654,650,76,542,58,32
7967:15600,46376,23731,603,17224,311,98797,35064,13341,5975
7969:17,302,654,616,29,58,84,8,76,70
7975:76,656,226,20916,59725,14677,61100,14914,46827,4021
7976:17,29,58,1937,1245,616,9538,650,1140,542
7977:866,302,654,354,76,29,84,58,616,70
7981:3378,68179,39446,45315,10611,65033,186,22713,32261,22078
7990:17,1951,245,518,2268,616,8,15,364,564
8002:7623,17,2345,76,1678,245,15676,698,18777,616
8008:17,302,654,76,616,58,8,866,84,29
8009:17,58,302,654,8,861,84,76,650,518
8023:17,402,8,690,32,114,409,542,162,861
8032:32,356,10600,15200,813,1794,422,1126,103,4422
8036:984,719,1400,135,5480,168,399,9874,5488,463
8054:168,719,5738,5480,8860,2318,297,1460,1400,10267
8065:44121,131,49630,109452,2326,2249,10355,79975,1550,1023
8068:30196,521,21409,18213,8476,1462,15278,21640,55612,34127
8069:70,327,226,787,302,564,508,76,1382,542
8081:361,302,29,354,84,58,76,616,1102,70
8090:58,616,84,354,8,76,650,542,736,6
8097:17,508,1936,1435,76,8,564,616,302,891
8103:65416,3509,48159,83512,3715,34559,21376,89279,1545,110126
8104:17,302,654,76,616,58,8,866,84,29
8130:17,327,2140,65,518,245,616,654,8,119
8134:105057,57519,1307,40552,75415,5150,8384,92398,1787,22507
8137:58,29,224,564,542,70,138,15,861,285
8141:17,84,8,22,654,1382,508,1023,302,76
8144:168,984,463,564,661,1400,1326,760,2318,801
8150:41783,99453,64156,13248,84446,72531,660,97285,84068,17
8159:17,354,2265,301,3448,1789,64576,70364,1131,15299
8161:54240,77681,8357,17,302,654,76,616,58,8
8163:168,2153,76,6097,2337,1326,2548,508,5738,719
8184:17,302,654,616,2139,58,70,361,500,1471
8186:3855,76781,73063,4249,1168,6397,61,239,11224,40538
8200:1239,654,302,58,29,650,616,861,76,8
8206:394,1305,4414,3711,766,20846,873,119579,19950,36349
8217:17,58,302,654,8,861,84,76,650,518
8224:10181,2193,294,1510,430,6535,17,238,616,486
8225:774,441,245,1002,4487,508,947,353,1744,17
8227:2302,7672,94,4967,5230,2955,4422,5117,5119,1412
8229:58,17,616,554,542,1196,409,364,518,787
8245:10503,17,81,8454,76,14508,27291,5767,840,605
8263:17,302,654,76,616,58,8,866,84,29
8264:542,2342,12750,1276,704,1987,518,656,188,17
8270:17,70,508,1023,1382,226,302,518,616,8
8276:17,58,616,76,650,15,8,285,542,84
8285:591,4414,107467,79453,51399,56303,9453,5741,230,84
8286:17,302,654,58,616,29,76,650,15,8
8287:140,780,3423,7211,5767,731,262,550,616,3718
8290:17,698,1462,354,654,76,70,262,564,521
8310:40335,105042,84926,8119,44227,3033,306,4341,6224,31045
8314:3878,1121,82058,69698,866,25441,1546,59189,69737,347
8325:93329,29185,34537,591,2298,7935,6836,9346,109418,25645
8326:26741,10595,2600,76,47736,768,59725,14677,21002,42289
8334:17,654,58,616,302,15,29,8,542,84
8336:17,302,654,76,616,58,8,866,84,29
8343:302,654,84,58,616,8,29,1102,354,76
8347:29,616,8,15,138,518,162,285,650,6
8352:17,76,31342,23595,28632,500,564,8419,22059,138
8368:17,654,302,616,29,542,518,15,8,84
8380:37827,14754,4194,931,56319,3819,14675,86360,14983,95749
8396:17,302,58,616,1102,354,8,76,650,138
8401:302,654,58,616,84,354,650,1102,8,76
8406:1527,3107,2880,10041,1712,378,3172,4825,508,17
8411:302,654,84,58,616,8,29,1102,354,76
8413:17,409,302,15,616,58,542,32,650,8
8435:17,302,654,76,616,58,8,866,84,29
8449:2880,1712,12990,8848,6434,3172,5624,378,6266,7831
8450:37804,1711,13266,18803,1686,60203,114683,2876,73853,12393
8476:1550,12830,14998,1245,1140,40554,16601,9203,20409,761
8477:22,4481,616,238,17,8,114,518,508,101
8491:2967,35466,5419,6842,46823,5103,496,10511,11789,8308
8499:17,245,61,654,616,15,542,840,564,302
8500:114133,4455,31820,33137,120437,60193,8418,29047,50294,88651
8510:2955,2302,245,1382,1825,7965,65,947,131,11146
8513:17,76,616,654,302,564,650,58,70,542
8517:57092,29782,25041,3610,88325,1140,122595,8213,118530,70431
8530:302,58,17,654,650,8,542,518,15,76
8531:58,542,302,4181,15,289,1196,61,2172,554
8534:8321,3372,226,6503,11563,17,70,1790,2068,698
8536:378,654,262,4021,61107,1790,710,3775,5419,32
8537:8,3131,10856,6393,86725,5017,518,1009,578,7031
8552:17,302,654,76,616,58,8,866,84,29
8569:10041,6434,26550,33932,58037,1145,27381,23512,4049,54598
8578:106,14152,2816,1957,4481,84,518,17,1023,616
8581:236,17,14750,3448,12253,776,4203,302,76,1912
8582:650,236,3235,62,224,273,508,331,97,1050
8600:17,302,8,84,616,654,873,70,245,564
8603:947,17,84,787,1023,1382,8,2302,518,866
8635:4755,1352,3107,10041,1527,189,8848,6434,4825,2880
8636:5775,10979,9557,31739,30526,11820,76007,5357,12822,12388
8637:17,302,654,76,616,58,8,866,84,29
8644:17,616,58,61,302,654,650,554,542,322
8651:8,65,302,654,131,84,58,327,616,518
8660:58,17,616,84,837,542,285,162,76,8
8670:81,780,58,654,17,650,542,182,138,94
8681:15,61,302,654,224,76,4025,1196,1140,238
8692:17,1023,654,616,542,70,32,15,302,656
8711:17,302,654,76,616,58,8,866,84,29
8717:3819,3429,1884,2369,12691,7585,1344,542,6593,2185
8718:984,8733,76,463,5480,1400,10778,2370,1867,2103
8719:226,654,138,616,84,354,29,58,8,1023
8735:29,3244,36292,10047,654,6875,289,813,673,398
8736:17633,2966,23779,40478,5150,25635,52165,35163,3757,59620
8746:616,302,58,542,70,29,8,650,508,76
8747:8486,8545,85160,302,226,654,138,616,84,76
8755:27589,27582,86870,17,302,654,76,616,58,8
8760:17,616,302,654,58,8,650,29,76,564
8765:17,302,654,76,616,58,8,866,84,29
8768:17,245,2548,76,1002,15,508,616,226,1023
8771:5708,30324,27550,4027,1890,50160,2076,34466,100147,116417
8774:1146,3323,4578,8543,493,12372,94111,29,932,24969
8782:168,719,1400,5480,8860,463,5557,2318,2642,801
8788:29,58,84,1102,8,285,6,518,76,273
8789:37709,25987,17692,117014,17,76,698,616,654,542
8790:6503,84,10492,2534,8,302,199,1089,19871,2548
8802:356,29,542,61,654,1180,9453,5286,68617,59721
8810:17,3704,873,710,947,1382,245,1825,70,899
8812:1993,2204,2967,75283,38894,5419,6842,5103,496,10511
8822:17,302,654,76,616,58,8,866,84,29
8825:3448,7795,23581,14750,6673,4756,4203,5080,564,8861
8844:2121,138,224,285,84,4205,49290,302,1348,331
8850:4755,1527,3107,2880,10041,1712,378,3172,4825,508
8852:1119,1187,891,48,5176,899,302,8308,32,4420
8862:219,710,2548,6823,3704,3715,1143,26550,33240,15457
8863:8,654,564,70,518,542,58,302,61,101
8868:17,327,2140,518,245,616,654,8,119,131
8870:17,616,8,518,58,542,101,15,564,29
8872:8694,3514,15995,17,377,8,2733,616,564,76
8877:17,616,302,654,58,8,650,29,76,564
8889:595,1081,987,7838,14593,99398,3211,9486,38174,6244
8890:755,81446,114846,9429,176,398,168,226,984,5738
8900:616,650,34072,1050,1139,654,10491,1549,928,61
8906:542,564,8,616,17,302,654,518,15,364
8912:17,302,654,138,616,84,76,354,29,58
8913:2548,8934,61,5111,8069,840,10997,157,37703,16707
8915:17,70,7006,1405,902,1535,931,654,1099,226
8916:591,542,1509,3347,4027,40,22076,21,29,40624
8920:81,17,226,780,731,5767,76,70,302,262
8924:81,508,1023,1196,17,616,302,1405,8,364
8931:76,409,4187,245,1382,518,496,8,1099,1987
8935:104728,1871,23409,107662,94379,780,4481,99837,2166,1360
8936:89051,54180,736,6306,40588,17,302,654,76,616
8958:4268,31872,32055,70294,70222,331,118362,65,75190,53445
8984:9725,9345,14754,25127,60889,352,297,29417,78059,81173
9000:17,1102,302,8,518,616,29,736,138,301
9001:1002,17,2268,94,58,1951,62,616,76,353
9013:285,17,654,302,616,58,62,29,15,6
9024:616,17,654,58,302,542,650,238,861,15
9079:17,518,1023,1535,15,61,289,103,101,226
9085:4364,245,518,65,1050,70058,891,15,8,999
9096:60034,49789,2880,508,17,378,76,20806,70,931
9098:1002,3288,698,301,2068,690,8860,3855,719,1124
9106:302,654,84,58,616,8,29,1102,354,76
9111:616,58,302,162,62,861,654,29,650,1578
9122:17,58,302,8,861,84,76,650,518,29
9128:654,58,29,616,84,1102,8,354,6,138
9135:17,3448,58,302,84,654,10641,650,542,616
9141:1352,2880,1527,3107,189,17,508,378,1712,76
9152:58,654,616,302,15,61,650,554,8,542
9155:17,58,654,302,542,861,84,564,15,8
9157:3034,533,4671,5975,7622,10981,76,311,2543,8759
9158:17,76,81,70,616,58,226,8,654,564
9159:17,302,654,6,616,138,301,58,542,61
9160:10041,2880,1527,3107,189,4825,3172,17,508,378
9161:661,984,8860,760,3601,719,2153,7838,8733,5738
9171:1069,168,984,719,2888,5557,83136,6097,30516,8733
9173:654,302,616,76,564,508,650,8,58,65
9200:14671,4621,3787,52378,70182,45041,22719,27781,14628,21077
9224:17,1382,302,8,508,616,70,354,654,84
9225:1077,14259,3039,5512,1991,84,17,302,815,654
9233:22776,18708,15373,21029,21795,42657,6383,1930,121747,154
9236:4755,1352,2880,10041,4568,189,3107,1527,3172,1923
9237:542,518,8,84,29,1196,76,902,15,61
9238:616,302,654,8,542,650,15,518,58,70
9245:25222,17264,90299,25667,21625,2868,8213,61797,49122,83876
9249:17,518,616,8,84,58,1405,245,902,654
9256:441,4513,1145,8,76,8928,302,3506,508,245
9276:17,616,302,58,654,650,76,285,224,564
9288:302,58,616,654,542,15,61,402,76,1109
9290:8322,24933,31597,13647,13077,18743,6856,19528,74475,64321
9291:654,787,32,58,542,616,245,8,650,101
9310:17,302,58,654,542,616,224,238,70,32
9312:508,245,70,4268,15,302,554,616,76,1410
9313:17,302,616,654,58,8,76,542,518,84
9331:52132,64240,85508,4875,69121,3146,12565,11246,31585,5545
9333:95159,542,203,7334,3039,2939,4268,62433,2739,245
9350:17,302,654,616,58,650,8,84,736,29
9357:83385,9760,80021,20184,7585,986,17,302,654,76
9359:48066,1405,1544,1332,902,3897,14784,559,1196,67109
9364:5389,654,1645,224,60054,14554,1960,1148,11821,219
9368:5170,199,58912,888,3718,35213,60740,32432,50917,35080
9369:1528,14754,81,564,40,53483,8860,719,1400,1332
9371:157,2548,3196,197,27070,4755,5111,8069,302,10541
9381:1913,17,76,361,302,866,654,2139,58,616
9389:63225,45970,7560,2939,72606,97686,322,39645,109119,650
9394:616,8,245,654,564,58,84,518,508,15
9400:34507,1140,1839,211,4181,3929,25721,2655,5604,10142
9402:17,302,654,76,616,58,8,866,84,29
9420:616,58,654,302,542,861,3323,554,1196,15
9431:18012,378,84,2981,302,542,2433,1788,117547,71170
9432:17,302,654,6,616,138,301,58,542,61
9433:327,2495,23891,73797,3146,86412,554,3753,113918,61
9437:10048,5613,15278,41385,3746,23051,14890,11358,41249,23622
9442:1749,780,140,226,986,8511,2241,4194,5767,1888
9443:302,65,327,508,650,2200,542,518,8,15
9451:1187,302,891,899,84,8,245,616,518,2162
9473:2318,4194,247,1539,34134,3704,931,378,29335,28416
9474:17,302,654,76,616,58,8,866,84,29
9486:8213,94987,1589,15360,45,162,2073,40921,30116,14047
9487:48904,508,1102,190,32,2618,94,110050,239,616
9489:17,654,58,29,616,84,650,1102,8,76
9494:11321,840,73449,2458,98889,27607,27452,80557,28887,90197
9498:17,302,654,76,616,58,8,866,84,29
9499:654,616,17,58,302,542,15,61,1196,518
9500:17,76,616,58,654,542,302,2139,81,508
9507:17,70,508,1023,1382,226,302,518,616,8
9514:19244,45791,36401,63098,1989,9961,23317,85292,17,302
9525:17,616,518,8,84,542,363,58,76,654
9528:353,17,1951,245,518,8,616,185,8457,4487
9531:35368,262,79458,118260,8384,5663,8981,89252,6921,27438
9535:1535,616,1276,826,1136,4542,11629,2829,76,70
9538:17,302,654,58,29,650,84,15,542,8
9541:4328,875,2714,774,72145,121835,12905,52271,1126,61
9553:16056,3901,7240,1205,108638,111574,873,2579,122169,546
9568:7622,7334,2543,12861,311,19152,1011,2215,203,17486
9570:70,5575,2168,1462,377,17,363,2030,2848,302
9571:76,81,698,17,25481,508,327,500,2139,302
9573:21442,66271,7450,20855,10048,16886,10305,538,36126,4
9576:17,302,654,76,616,58,8,866,84,29
9580:1788,2302,10295,9388,3929,11821,2843,3101,3659,36128
9590:17,2139,1099,500,873,302,1382,245,650,58
9593:76,302,616,508,654,70,8,101,238,58
9606:86476,116815,81566,22014,54972,5538,21852,415,64924,84281
9612:302,58,616,650,15,29,861,1196,518,564
9613:17,302,654,101,361,2193,58,616,15,486
9614:45,25501,495,13363,6129,11666,2527,6647,29,542
9630:752,6097,14147,2275,1460,463,297,14754,9417,4103
9665:17,58,29,84,650,8,354,6,138,542
9666:398,11644,15727,552,20276,16624,4014,114181,32850,4592
9668:17,302,654,616,58,29,8,84,542,3101
9680:17,302,654,616,564,58,650,8,84,736
9685:17,654,58,616,302,542,518,61,364,29
9693:17,654,61,302,616,301,58,322,6,15
9694:17,302,654,616,2139,58,70,361,500,1471
9696:31527,39357,35232,28502,4478,1790,76627,72525,66895,8011
9711:30169,39875,6720,238,80668,7010,18422,3231,36005,55516
9722:3196,5111,840,13049,10541,197,1752,2302,1002,2055
9727:50463,58835,49652,68947,39860,21626,67350,38713,7635,82018
9742:17,302,616,654,58,29,76,8,84,236
9745:17,654,58,542,361,518,15,564,61,866
9752:2139,10060,2302,59120,2717,89943,27381,35671,1267,8621
9753:17,302,58,654,616,542,84,8,29,15
9755:58,654,162,17,542,616,8,1196,29,892
9757:199,59623,64665,23599,84,3966,42,26093,94,48361
9786:302,654,616,58,32,84,15,650,8,542
9808:57566,64,9354,11015,8154,38216,94324,2548,101,6
9810:1122,1406,33683,33720,9448,30223,15937,89721,36443,65938
9812:302,84,58,616,8,29,1102,354,76,650
9813:931,17,947,8,245,508,710,1382,873,564
9818:17,302,654,76,616,58,8,866,84,29
9820:656,42414,295,1126,273,4613,7821,84,698,8
9824:10536,371,4547,9055,6315,5122,2672,1744,30778,26802
9827:5117,14551,85938,23656,889,2769,22437,12559,119,29092
9831:1326,984,8860,9024,1002,5480,10267,297,1400,3153
9834:17,302,616,654,58,8,76,542,518,84
9837:17,654,616,483,29,861,542,6,15,76
9839:17,654,58,302,76,616,698,542,564,650
9840:17,4487,518,245,1703,616,61,508,1410,654
9864:889,327,9080,496,1405,656,6793,1009,2698,1382
9879:654,94,245,322,17,32,1578,542,224,65
9890:17,302,654,564,58,650,8,84,736,29
9891:654,616,58,76,8,29,564,542,518,70
9892:4475,81,5398,20288,1069,3148,37528,4422,6247,1987
9896:17,554,58,616,302,650,289,101,8,654
9899:866,302,654,354,76,29,84,58,616,70
9900:26272,74885,1382,1023,32652,1790,3493,6846,32,1535
9911:616,84,17,654,5567,1405,902,1196,1305,245
9926:84,302,654,8,58,518,29,354,736,138
9927:518,564,61,508,1102,32,650,787,138,103
9929:302,616,1410,8,654,542,58,518,245,238
9944:14201,36269,76786,11093,47206,122973,94267,94678,49348,8490
9945:12861,4671,7622,8867,11855,19152,17486,2543,203,42989
9946:10503,17,81,8454,76,14508,27291,5767,840,605
9961:104813,58740,18218,17,2178,121204,19621,112588,119109,91460
9984:29024,46921,1140,116428,34007,42912,114,75338,14584,199
10030:616,654,302,15,301,32,94,179,7210,542
10040:168,984,5480,801,1400,2318,8860,1326,1528,72
10050:6905,49796,71947,69907,2852,120531,67291,46547,38284,70937
10051:409,35144,875,56594,6450,654,650,224,17,1187
10073:302,654,58,616,17,518,15,29,861,650
10078:17,302,654,76,616,58,8,866,84,29
10082:3928,54210,45022,11985,23697,22531,96471,3855,1499,20287
10084:91352,3068,52056,301,29721,58,76833,2579,302,104526
10086:17,302,29,654,518,15,61,58,616,84
10088:22059,21483,31342,16501,74730,35579,33862,21150,4158,81719
10090:890,2139,17,40,866,76,361,4880,354,698
10110:95965,67471,302,616,654,542,58,4802,650,518
10111:17,542,564,15,508,616,8,654,518,302
10115:1245,97,245,182,8,224,20913,1127,2988,109
10117:17,217,229,550,873,15573,6708,81,88081,81951
10130:7703,17,8,1790,358,5767,1499,1703,15,4364
10132:5567,616,327,363,787,873,354,1410,302,1023
10133:138,3610,9289,4146,1884,4224,704,76,698,542
10136:18220,45496,94192,20444,24318,10342,25504,35939,93302,20490
10140:12484,26316,402,27583,155,2904,5471,53938,31373,16634
10148:719,1326,8860,10267,7838,76,984,5488,5480,1400
10155:5006,102340,58037,122828,2984,493,42371,5582,38292,41141
10156:74067,59555,3410,73314,60363,5074,15295,11708,38219,19467
10194:115087,23973,116680,49502,58600,122171,3039,79973,654,8
10196:245,4268,518,8,15,542,616,119,94,65
10200:245,17,2403,353,4268,616,3506,1524,302,8
10210:11644,9629,13388,2447,9388,8209,4941,17,4719,24211
10233:61466,72000,122636,168,252,37324,116980,16025,20466,58227
10235:3060,6320,3282,71422,54356,64639,16009,84220,100832,10882
10236:65107,33195,605,34043,98423,102580,21524,13568,90515,115745
10237:17,302,654,8,616,58,518,29,354,736
10249:138,2013,273,656,1462,1305,1140,7813,70616,59555
10254:654,17,302,58,616,29,542,84,6,8
10267:8,518,2162,1086,363,787,1119,616,76,873
10275:1126,1539,17,1382,103,1535,1534,947,2531,931
10276:302,654,650,616,58,29,84,518,564,354
10279:14975,486,6,17,24075,6033,7115,5471,7381,692
10302:12409,98248,1866,8016,490,103306,37047,10957,2467,96517
10303:76972,17,22218,1930,947,496,924,17448,40,38577
10304:29798,32239,3968,58,3,302,1535,193,654,755
10306:654,616,17,15,486,103,32,238,29,554
10313:3824,13976,7956,14155,3233,36714,12237,28920,5928,62641
10317:302,8,84,654,542,518,1102,6,283,787
10335:669,41662,6500,14851,4308,10451,105823,103415,3852,117869
10339:58,654,542,616,650,224,238,70,32,29
10342:17,327,8,518,616,654,302,301,84,787
10346:238,7742,8231,57981,8384,37983,1196,38501,1549,8843
10359:302,654,58,616,84,354,650,1102,8,76
10364:17,542,616,8,1196,902,32,364,826,1086
10366:224,654,58,650,29,76,62,138,84,162
10371:67392,1099,16995,31315,17,76,1546,19829,19330,23970
10377:58,859,650,322,616,3593,1140,33739,2848,74551
10378:18935,8860,463,97626,168,2153,17,302,654,76
10387:53812,48539,17,302,654,76,616,58,8,866
10388:17,302,58,616,654,542,15,61,402,76
10392:17,302,654,76,616,58,8,866,84,29
10408:840,10541,2548,5111,5627,14793,197,13049,8069,27070
10420:70,226,81,508,17,140,718,1749,1382,780
10427:1468,57630,7040,20762,3039,74093,27031,3383,2302,787
10439:162,861,8,224,486,29,1511,273,1245,518
10445:17,84,518,302,616,654,58,1102,101,650
10454:17,124,616,1023,646,70,15,787,654,6789
10471:17,542,616,999,103,238,518,61,402,654
10478:7836,1462,17,3216,138,61872,8,2602,302,861
10479:564,616,70299,518,659,30754,542,8,787,68370
10480:17,58,302,654,8,861,84,76,650,518
10488:302,654,84,58,616,8,29,1102,76,650
10502:41101,11241,58923,28760,22678,54494,35600,56632,2453,6536
10513:826,1086,20734,7685,15,902,124,1549,542,364
10523:508,17,1644,8,76,891,1936,226,70,302
10543:103,15,2063,27420,5550,5602,4204,35542,9075,18492
10554:17,302,654,76,616,58,8,866,84,29
10563:616,8,302,58,654,564,518,650,84,70
10564:866,302,654,354,29,84,58,616,70,138
10570:17,58,8,616,518,787,76,84,354,15
10573:17,302,654,76,616,58,8,866,84,29
10580:17,654,302,616,84,58,564,76,8,1102
10636:302,654,84,616,8,29,1102,354,76,650
10655:17,654,302,84,58,616,29,301,1102,138
10691:17,542,616,15,364,61,58,654,103,518
10693:17,654,302,84,564,76,8,1102,354,518
10698:302,17,654,29,58,650,8,84,1102,861
10707:17,302,654,76,616,58,8,866,84,29
10710:650,616,58,76,8,62,518,564,162,542
10726:22655,69494,103120,888,1344,219,61,23402,55872,5767
10747:17,302,654,76,616,58,8,866,84,29
10758:17,518,8,4364,1606,302,84,58,65,119
10770:787,103,931,327,8075,34806,813,12066,25287,1533
10779:17,302,654,76,616,58,8,866,84,29
10794:616,302,17,654,58,861,650,8,84,542
10801:76,17,564,616,58,302,698,2414,654,8
10807:17,245,947,654,518,8,908,302,301,1382
10820:38085,96651,45368,36039,52547,66760,28525,102055,14026,17
10842:17,302,654,76,616,58,8,866,84,29
10843:17,302,616,654,58,8,61,518,94,245
10844:17,1535,70,138,76,1462,302,542,226,1023
10845:9289,17567,17,26460,81,3672,6503,17185,84,247
10854:37242,31113,85471,14450,23368,16689,13566,45662,41850,66003
10858:17,616,302,654,564,518,84,8,58,542
10871:17,302,58,654,616,45,29,8,542,650
10892:9318,211,2655,4027,17164,116891,8019,138,22663,11268
10905:17,302,654,76,616,58,8,866,84,29
10908:5145,76,508,1126,616,17,1382,65,1539,931
10913:23604,66882,1208,15636,39889,710,1127,25509,122098,65
10920:8,616,302,1475,518,554,58,902,363,1196
10955:2162,875,48,1187,1062,3141,239,14560,44596,17
10956:302,654,84,58,616,29,1102,354,76,650
10968:616,17,654,302,58,542,564,8,518,861
10991:74550,4908,1080,6906,62046,13389,72570,21835,4425,5117
10999:719,5480,984,1326,463,76,2318,8860,5738,661
11000:1099,262,12706,17782,5767,16786,1231,302,242,30
11022:302,616,654,58,76,8,650,84,29,564
11034:17,654,58,15,518,564,8,101,29,84
11037:311,8867,11855,30936,17486,20356,4625,11590,7926,9435
11047:122392,39954,52077,1023,29891,106732,908,1853,2656,36860
11055:17,302,654,76,616,58,8,866,84,29
11099:17,58,302,616,542,654,155,3101,101,1550
11105:302,654,616,8,29,354,76,650,518,301
11110:44,76,719,4190,2337,168,5567,1790,1499,2318
11118:2904,43864,32331,14612,16029,27788,19050,1077,95747,6475
11132:698,6545,1164,6591,19616,10780,30303,20356,40537,16271
